20161023 16:36:50,22,28,27.34
20161023 17:06:50,31,27,19.82
20161023 17:36:51,31,28,30.76
20161023 18:06:52,31,27,30.76
20161023 18:36:53,30,28,30.76
20161023 19:06:54,30,28,27.34
20161023 20:03:34,30.00,27.00,27.34
20161023 20:33:35,29.00,27.00,23.93
20161023 21:03:35,29.00,27.00,27.34
20161023 21:33:36,29.00,27.00,27.34
20161023 22:03:37,30.00,26.00,24.61
20161023 22:45:03,31.00,26.00,27.34
20161023 23:15:04,29.00,27.00,27.34
20161023 23:45:05,29.00,27.00,23.93
